Artist_A_rechercher,Artist_Possede,Artist_sim,Album_A_rechercher,Album_Possede,Album_sim,Liste_albums_pos,Path_Possede
Amine Bouhafa,Camille Yarbrough,60,Timbuktu - Original Motion Picture Soundtrack,,0,,
Nordmann,Loverman,62,In Velvet,,0,,
"Fred Pallem,le Sacre du Tympan",Fred Pallem,100, X ,_X_,50,L'Odyssée - Sound Trax - _X_,/mnt/m/musiques/__Autres/Fred Pallem/_X_
Don Melody Club,Melody Gardot,64,Pure Donzin,,0,,
"John Kirby,Charlie Shavers,Buster Bailey,Russell Procope,Billy Kyle,O'Neill Spencer",Ruby Haunt,60,1941-1942,,0,,
"Elisabeth Skornik,Guy Skornik",Abel Korzeniowski,59,Time and Space Variations,,0,,
"Remo Anzovino,Anselmo Pelliccioni,Federico Mecozzi",Nino Rota,64,Napoleon - In the Name of Art (Original Motion Picture Soundtrack),,0,,
Lee Hazlewood,Lee Hazlewood,100,The Very Special World Of Lee Hazlewood (Expanded Edition),"The LHI Years- Singles, Nudes & Backsides (1968-71)",42,"The LHI Years- Singles, Nudes & Backsides (1968-71)","/mnt/m/musiques/__Autres/Lee Hazlewood/The LHI Years- Singles, Nudes & Backsides (1968-71)"
Chassol,Chassol,100,X-Pianos,Big Sun,27,Big Sun,/mnt/m/musiques/__Autres/Chassol/Big Sun
Hauschka,Chaos Chaos,63,Patrick Melrose (Music from the Original TV Series),,0,,
Abel Korzeniowski,Abel Korzeniowski,100,W.E. - Music From The Motion Picture,Nocturnal Animals BO,30,Emily BO - Nocturnal Animals BO - _W.E_ BO,/mnt/m/musiques/__Autres/Abel Korzeniowski/Nocturnal Animals BO
José González,Gonzales,76,Vestiges & Claws,,0,,
Anne Nikitin,Anna Karina,61,The Dropout (Original Score),,0,,
Jed Kurzel,Jed Kurzel,100,The Mustang (Original Motion Picture Soundtrack),Alien - Covenant,32,Alien - Covenant - Son of a Gun - Son of a Gun (Original Soundtrack Album),/mnt/m/musiques/__B.O/Alien - Covenant - Jed Kurzel
Carlos Rafael Rivera,Carlos Gardel,61,Hacks: Season 1 (Original Series Soundtrack),,0,,
Hanan Townshend,Stephen Shannon,67,Strawberry Days (Original Motion Picture Soundtrack),,0,,
Abel Korzeniowski,Abel Korzeniowski,100,Emily: Original Motion Picture Soundtrack,Nocturnal Animals BO,40,Emily BO - Nocturnal Animals BO - _W.E_ BO,/mnt/m/musiques/__Autres/Abel Korzeniowski/Nocturnal Animals BO
"Johannes Lehniger,Lisa Morgenstern,Sebastian Damerius",Lee Jones,69,The Empress (Soundtrack from the Netflix Series),,0,,
"Dan Deacon,London Contemporary Orchestra,Royal Scottish National Orchestra",Dan Bodan,74,Hustle (Soundtrack From The Netflix Film),,0,,
Sothy,Society,67,Crave,,0,,
Sayuri Hayashi Egnell,Hikaru Hayashi,57,Girl With Balloon,,0,,
"Øneheart,reidenshi",Monsterheart,80,snowfall (Sped Up),,0,,
Norman Dück,Chuck Ragan,64,By Your Side,,0,,
Nonesuch Explorer Series,Stella Explorer,56,EXPLORER SERIES: EUROPE - Bulgaria: Music of Bulgaria,,0,,
Mattia Vlad Morleo,Ana Moreau,57,The Flying of the Leaf,,0,,
Federico Albanese,Jefferson Airplane,57,The Twelve (Original Motion Picture Soundtrack),,0,,
Brice Davoli,David Bowie,70,Luxe,,0,,
Max Wegener,Max Steiner,73,"Piano, Pt. 4 [with Strings]",,0,,
Joep Beving,Joe Bel,67,Trilogy,,0,,
"Abel Korzeniowski,Jasper Randall,The Hollywood Studio Symphony",Abel Korzeniowski,100,Romeo and Juliet,Nocturnal Animals BO,33,Emily BO - Nocturnal Animals BO - _W.E_ BO,/mnt/m/musiques/__Autres/Abel Korzeniowski/Nocturnal Animals BO
Carlos Rafael Rivera,Carlos Gardel,61,The Queen's Gambit (Music from the Netflix Limited Series),,0,,
Oskar Schuster,Kai Schumacher,64,Sneeuwland,,0,,
"Dario Marianelli,Jean-Yves Thibaudet",Dario Moreno,64,Pride and Prejudice - OST,,0,,
Shigeru Umebayashi,Sébastien Schuller,56,A Single Man,,0,,
"Dustin O'Halloran,Volker Bertelmann",Bastien Lallemant,59,Lion (Original Motion Picture Soundtrack),,0,,
Olivia Belli,Olivia Merilahti,71,Daguerréotype: 1 Gabrielle,,0,,
Abel Korzeniowski,Abel Korzeniowski,100,Penny Dreadful (Music From The Showtime Original Series),Nocturnal Animals BO,29,Emily BO - Nocturnal Animals BO - _W.E_ BO,/mnt/m/musiques/__Autres/Abel Korzeniowski/Nocturnal Animals BO
Fugazi,Adel Fugazi,71,Instrument Soundtrack,,0,,
King Crimson,Catriona Irving,67,In The Wake Of Poseidon,,0,,
JAMBINAI,Amiina,71,Differance (Remastered),,0,,
Koki Nakano,Koji Kondo,67,Oceanic Feeling,,0,,
Ishmael Ensemble,Magnetic Ensemble,73,Visions of Light,,0,,
Bruno Alexiu,Alex Hepburn,67,L'enfer d'Henri-Georges Clouzot (Original Motion Picture Soundtrack),,0,,
Tindersticks,Tindersticks,100,Stars at Noon (Original Soundtrack),No Treasure But Hope,48,Can Our Love - Curtains - Distractions - Don't Even Go There [EP] - Falling Down The Mountain - No Treasure But Hope - The Hungry Saw - The Something Rain - The Waiting Room - Tindersticks - Tindersticks [Disc 2] - Waiting For The Moon,/mnt/m/musiques/__Autres/Tindersticks/No Treasure But Hope
"Tocotronic,Soap&Skin",Hooverphonic,64,Nie wieder Krieg (Deluxe),,0,,
"My Morning Jacket,Brittany Howard,Merrill Garbus",Alice Et Moi,55,Red Hot + Fela,,0,,
Erik Truffaz,Erik Sumo,57,Rollin',,0,,
Moondog,Moondog,100,H'art Songs,Sax Pax For A Sax,43,Moondog - Sax Pax For A Sax,/mnt/m/musiques/__Autres/Moondog/Sax Pax For A Sax
Ocie Elliott,Ocie Elliott,100,In That Room,We Fall In,27,Bungalow - We Fall In,/mnt/m/musiques/__Autres/Ocie Elliott/We Fall In
Jeff Russo,Jeff Russo,100,Fargo Year 3 (An Original MGM / FXP Television Series),Fargo,59,Fargo,/mnt/m/musiques/__B.O/Fargo - Jeff Russo
Steven Gutheinz,Steven Price,59,Inspiring Minimalism,,0,,
Niall Byrne,David Byrne,64,In Darkness (Original Motion Picture Soundtrack),,0,,
Pascal Hautois,Pascal Bideau,67,Motivation & Inspiration (Orchestral Pieces),,0,,
Ryan Taubert,Jack Stauber,67,Score: A Film Music Documentary (Original Soundtrack),,0,,
Atli Örvarsson,Alice Coltrane,57,HOW IT ENDS (Original Score From The Netflix Film),,0,,
Laurent Aknin,Laurent Aknin,100,Jour J (Bande originale du film),L'étudiante et Monsieur Henri (Bande originale du film d'Ivan Calberac),23,L'étudiante et Monsieur Henri (Bande originale du film d'Ivan Calberac) - La dégustation (Bande originale du film),/mnt/m/musiques/__Autres/Laurent Aknin/L'étudiante et Monsieur Henri (Bande originale du film d'Ivan Calberac)
"Guy Skornik,Elisabeth Skornik",Nice Guys,60,Arts & Crafts,,0,,
"Richard Harvey,John Lenehan",Richard Hawley,86,The Piano Book,,0,,
Rhian Sheehan,Adriano Celentano,60,Velvet Ears 14,,0,,
Will Bates,Will Butler,76,Away (Music From The Netflix Original Series),,0,,
Christopher Tyng,Sean Christopher,81,Suits (Original Television Soundtrack),,0,,
"Ralf Kemper,Mark Joggerst",The Temper Trap,62,The Pursuit Of Perfection (The Soundtrack Of The Lexus LS460),,0,,
Guy Farley,Lucy Fair,63,Cashback,,0,,
Harry Gregson-Williams,John Williams,63,Man On Fire (Original Motion Picture Soundtrack),,0,,
Baptiste Thiry,Baptiste Thiry,100,Lovecraft,Love Marks,53,Cinematic Power Tracks - Love Marks,/mnt/m/musiques/__Autres/Baptiste Thiry/Love Marks
RIOPY,Riopy,100,Emotive Piano,RIOPY,22,RIOPY,/mnt/m/musiques/__Autres/Riopy/RIOPY
Daniel Norgren,Daniel Hope,72,Alabursy,,0,,
Wax Machine,Chinese Man,64,Hermit's Grove,,0,,
Angus MacRae,Marcoca & Nice Guys,62,Vivarium,,0,,
Daniel Kruglov,Daniel Melingo,64,Love,,0,,
Jef Martens,Billie Marten,67,"Evenings on Instagram, Pt. I",,0,,
Kronos Quartet,Kronos Quartet,100,21 Grams (Original Motion Picture Soundtrack),"You've Stolen My Heart, Songs from R.D. Burman's Bollywood",16,"You've Stolen My Heart, Songs from R.D. Burman's Bollywood","/mnt/m/musiques/__Autres/Kronos Quartet/You've Stolen My Heart, Songs from R.D. Burman's Bollywood"
Jordane Tumarinson,Jordan Robinson,79,Odyssée,,0,,
Sofiane Pamart,Sofiane Pamart,100,Storyteller,LETTER,47,LETTER - MOVIE - NOCHE deluxe - Planet Gold,/mnt/m/musiques/__Autres/Sofiane Pamart/LETTER
Woodsman,Woods,77,dream river. (Async Ross reworks),,0,,
James Heather,James Horner,72,Modulations: EP1,,0,,
Ben Crosland,Roland Dyens,75,The Turn,,0,,
Brique a Braq,Brace! Brace!,58,Fauve,,0,,
"Max Richter,Elena Urioste,Chineke! Orchestra",Max Richter,100,The New Four Seasons - Vivaldi Recomposed,"Recomposed By Max Richter_ Vivaldi,",63,"Disconnect - My Brilliant Friend - My Brilliant Friend, Season 3 - Out Of The Dark Room [Disc1] - Out Of The Dark Room [Disc2] - Recomposed By Max Richter_ Vivaldi, - Sarah's Key - Sleep - Taboo - The Blue Notebooks - The Leftovers - Voyager - Essential Max Richter","/mnt/m/musiques/__Autres/Max Richter/Recomposed By Max Richter_ Vivaldi,"
Elizabeth Cotten,La Petite Culotte,61,Freight Train and Other North Carolina Folk Songs and Tunes,,0,,
Philippe Sarde,Philippe Sarde,100,Cesar et Rosalie (Original Motion Picture Soundtrack),Les Egares,54,Les Egares,/mnt/m/musiques/__B.O/Les Egares - Philippe Sarde
"Nick Drake,Nigel Kennedy Quintet,Boy George,John Themis",Kraked Unit,67,Shhh!,,0,,
November Ultra,Emir Kusturica,57,bedroom walls,,0,,
"Guy-Manuel de Homem-Christo,Thomas Bangalter,Shani Diluka",Sean Christopher,56,Pulse,,0,,
Electrelane,Alice Coltrane,64,The Power Out,,0,,
Simone White,White Sea,76,Yakiimo,,0,,
Alessandro Alessandroni,Alexander Bălănescu,57,Selected Library Music,,0,,
Melanie De Biasio,Melanie De Biasio,100,We Never Kneel To Pray / Now Is Narrow,Il Viaggio [Disc 1],26,Il Viaggio [Disc 1] - Lilies - No Deal,/mnt/m/musiques/__Autres/Melanie De Biasio/Il Viaggio [Disc 1]
"Mychael Danna,Jessica Rose Weiss",Mychael Danna,100,No Hard Feelings (Original Motion Picture Soundtrack),Exotica,26,Exotica,/mnt/m/musiques/__B.O/Exotica - Mychael Danna
Rasha Jay,A. R. Rahman,63,Muscle Memory,,0,,
Herbert Grönemeyer,Herbert Grönemeyer,100,The American Original Motion Picture Soundtrack,The American,41,TUMULT (Deluxe) - The American - Was Muss Muss - Best Of,/mnt/m/musiques/__B.O/The American - Herbert Grönemeyer
"Max Raabe,Palast Orchester,LEA",Mariama,62,MTV Unplugged,,0,,
Patrick Watson,Patrick Watson,100,Lost With You,Close To Paradise,47,A Mermaid in Lisbon - Adventures In Your Own Backyard - Better In The Shade [EP] - Better in the Shade - Close To Paradise - Je te laisserai des mots - Love Songs For Robots - Sit Down Beside Me - Wave - Wooden Arms,/mnt/m/musiques/__Autres/Patrick Watson/Close To Paradise
Stephen Rennicks,Stephen Shannon,65,Normal People (Original Score from the Television Series),,0,,
Pokey LaFarge,Pokey LaFarge,100,Rock Bottom Rhapsody,Something In The Water,29,Something In The Water,/mnt/m/musiques/__Autres/Pokey LaFarge/Something In The Water
Molly Drake,Al Bowlly,60,The Tide's Magnificence: Songs and Poems of Molly Drake,,0,,
"Robert Schumann,Maria João Pires",Bert Jansch,62,"Schumann : Kinderszenen, Waldszenen & Bunte Blätter",,0,,
Brian Eno,Dino Brandao,67,Another Green World (2004 Remaster),,0,,
Complete Mountain Almanac,Mountain Man,65,Complete Mountain Almanac,,0,,
"Mike Ladd,David Sztanke",Michel Legrand,61,Transatlantic (Soundtrack from the Netflix Series),,0,,
Cameron Avery,Ben Camden,61,"Ripe Dreams, Pipe Dreams (Deluxe Edition)",,0,,
Oskar Schuster,Kai Schumacher,64,Les valses invisibles,,0,,
C Duncan,C Duncan,100,Alluvium,The Midnight Sun,17,The Midnight Sun,/mnt/m/musiques/__Autres/C Duncan/The Midnight Sun
"The Deadbeats,Gea Russell",The Beatles,75,Got It Going On Remixes,,0,,
"Lost Horizons,Simon Raymonde,Ghostpoet",Les Gordon,61,Ojalá,,0,,
The Slow Show,The Slow Show,100,STILL LIFE,Lust and Learn,42,Lust and Learn - White Water,/mnt/m/musiques/__Autres/The Slow Show/Lust and Learn
Norrie Paramor And His Orchestra,Plaza Francia Orchestra,62,Theme from  A Summer Place  (Remastered),,0,,
Percy Faith & His Orchestra,The Earth Orchestra,68,16 Most Requested Songs,,0,,
"Simeon ten Holt,Erik Hall",Mott The Hoople,60,Canto Ostinato,,0,,
Valentin Hadjadj,Chad VanGaalen,60,Close (Original Motion Picture Soundtrack),,0,,
"Huw Marc Bennett,Cleo Savva,Angela Christofilou",Ben Howard,62,Days Like Now,,0,,
"Saint Jude,Low Loudly",Juste Shani,67,Signal,,0,,
Slowly Rolling Camera,Rodrigo Amarante,54,Juniper,,0,,
"Michael Nyman,Michael Nyman Band",Michael Nyman,100,Mozart 252,The Glare,32,Drowning By Numbers - Gattaca - McQueen - The Glare - The Piano - The Piano Sings,/mnt/m/musiques/__Autres/Michael Nyman/The Glare
Enfant Sauvage,A. Savage,73,Petrichor,,0,,
Skúli Sverrisson,Eskelina Svanstein,59,Sería II,,0,,
Sim Nagai,Aime Simone,60,Exotica XL,,0,,
Macie Stewart,Mister T,67,Mouth Full of Glass,,0,,
Arnaud Rebotini,Arnaud Rebotini,100,Curiosa (Bande originale du film),120 Battements Par Minute,12,120 Battements Par Minute,/mnt/m/musiques/__B.O/120 Battements Par Minute - Arnaud Rebotini
"Grace Davidson,Patrick Thomas Hawes",David Krakauer,64,Grace,,0,,
Norma,Kormac,73,HELL.O.V.E.,,0,,
Hofesh Shechter,The Shoes,58,En Corps (Original Motion Picture Score),,0,,
Georges Delerue,Georges Delerue,100,Frances Ha (Music From The Motion Picture) OST,Jules Et Jim,31,Georges Delerue De 1961-1992 - Jules Et Jim - Jules Et Jim - Bande Originale Du Film,/mnt/m/musiques/__B.O/Jules Et Jim - Georges Delerue
Ada,Ada,100,Moon Rider EP,Meine zarten Pfoten,41,Meine zarten Pfoten,/mnt/m/musiques/__Autres/Ada/Meine zarten Pfoten
Niobe,Juniore,67,Voodooluba,,0,,
"Archie Semple,Fred Hunt,Dickie Hawdon",Archive,60,The Clarinet of Archie Semple,,0,,
"Jesse O'Mahoney,Theo Golding",Persephone,56,Golden Age Radio: Vintage,,0,,
Les Chauds Lapins,Les Charlots,62,Amourettes,,0,,
Linnea Olsson,Dina Ögon,64,Ah!,,0,,
"Marianne Beaulieu,Justin Beaulieu",Morgane Imbeaud,62,My First Covers,,0,,
"Michele Braga,Emanuele Bossi",Michèle Bernard,79,Odio il Natale (Soundtrack from the Netflix Series),,0,,
"Remate,Wild Honey",REAVE,73,2001 Sparks in the Dark (Original Soundtrack),,0,,
Todd Cook,Dead Combo,63,Silent Boat,,0,,
Mel Parsons,"Emerson, Lake & Palmer",67,Glass Heart,,0,,
kc360,KCIDY,40,Sinfonia,,0,,
Nick Laird-Clowes,Nicholas Lens & Nick Cave,60,Marianne & Leonard: Words of Love (Original Score),,0,,
Ryan Downey,Herman Dune,64,Running,,0,,
"Angélique Ionatos,Boissel Christian",Angel Olsen,57,Alas Pa' Volar (Angélique Ionatos Canta Frida Kahlo),,0,,
Brian McOmber,Bon Coeur,64,Fair Play (Soundtrack from the Netflix Film),,0,,
Amelie Siba,Alice Boman,64,It Was Nice to Meet You,,0,,
"Hayes Bradley,Scout Willis",Charles Bradley,86,Anywhere For Now,,0,,
"Refuge,Pomme",French Fuse,59,Afterlife,,0,,
Josh Cohen,Current Joys,64,Radiohead for Solo Piano,,0,,
Olovson,Cocoon,62,Storytelling,,0,,
Löwenzahnhonig,Löwenzahnhonig,100,Sunnestore,Kirschblütenboogie,36,Kirschblütenboogie - Löwenzahnhonig,/mnt/m/musiques/__Autres/Löwenzahnhonig/Kirschblütenboogie
Mickey Bruce,Michel Berger,64,Psych Rock 1,,0,,
Cem Ergunoğlu,runo plum,55,"Kulüp, Vol 2 (Soundtrack from the Netflix Series)",,0,,
"Fred Avril,Philippe Monthaye",Fred Avril,100,Mars Express (Bande originale du film),Lastman,32,Lastman,/mnt/m/musiques/__B.O/Lastman - Fred Avril
Dynamedion,Médine,62,Anno 1800 (Original Game Soundtrack),,0,,
Tvärvägen,Savages,62,Phantom Signals,,0,,
Thom Yorke,"Théodore, Paul & Gabriel",67,5.17,,0,,
Sebastian Plano,SebastiAn,75,Fortanach,,0,,
Martin Kohlstedt,George Martin,62,Feld,,0,,
Conic Rose,CocoRosie,74,Heller Tag,,0,,
"NTO,Tricky,Marta",NTO,100,Apnea,Trauma EP,36,FOREVER FRIENDS - Invisible - Trauma EP - Utopia _ Porto,/mnt/m/musiques/__Autres/NTO/Trauma EP
Ez3kiel,EZ3kiel,100,Battle Field,Equalize It,43,Equalize It - LUX - Lux Live - The Naphtaline Orchestra,/mnt/m/musiques/__Autres/EZ3kiel/Equalize It
"Mathias Duplessy,The Violins of the World",Samantha Clemons,56,Brothers of String,,0,,
Pale White Moon,Emily Jane White,65,Call of the Wolf Peach,,0,,
Hilary Woods,Issy Wood,67,Colt,,0,,
Kokoroko,Kroke,62,Could We Be More,,0,,
Dearest Sister,James Spiteri,67,Collective Heart,,0,,
Kolinga,Howling,71,Earthquake,,0,,
"Alex Nevsky,De la beauté",Sky Adler,70,Même l'impossible fleurit,,0,,
"Kid Francescoli,Julietta",Kid Francescoli,100,Sunset Blue,Lovers,35,Azuro - It's Happening Again - Lovers - Play Me Again - With Julia,/mnt/m/musiques/__Autres/Kid Francescoli/Lovers
Kham Meslien,Julien Chang,58,Fantômes... Futurs,,0,,
Jon Middleton,Pigeon John,67,Strathcona,,0,,
Michael Regner,Michael Nyman,67,303 Original Motion Picture Soundtrack,,0,,
Tim Dup,Dub Inc,57,Les immortelles,,0,,
"Kendra Smith,The Magician's Orchestra",Kendra Morris,72,Leave No Trace (Original Motion Picture Soundtrack) (Deluxe),,0,,
"RY X,London Contemporary Orchestra",ART-X,67,Live from the Royal Albert Hall,,0,,
"Arnau Bataller,Simon Smith",Nathalie Cardone,60,To Live Twice (Original Score),,0,,
Yana,Mana,75,Solace,,0,,
Clark,Clarika,83,Kiri Variations,,0,,
"Siv Jakobsen,Ane Brun",Jónsi,59,Gardening,,0,,
Camille Camille,Camille Yembe,71,Could You Lend Me Your Eyes,,0,,
Fakear,ear,67,Talisman,,0,,
Parra for Cuva,Parra for Cuva,100,Life Lately,Paspatou,21,Paspatou,/mnt/m/musiques/__Autres/Parra for Cuva/Paspatou
"Morten Myklebust,Susanne Sundfør",Mortens & Shuttle,58,Morten Myklebust,,0,,
Michel Legrand And His Orchestra,Manchester Orchestra,62,Brian's Song: Themes & Variations,,0,,
Manu Delago,Manu Chao,70,Circadian,,0,,
Lubomyr Melnyk,MOTEL CLUB,58,Corollaries,,0,,
Michael Brook,Michael Cera,72,Into the Wild (Original Score),,0,,
Kahtolin,Antonin,67,Kil,,0,,
Jimmy Hunt,Ruby Haunt,60,Maladie d'amour,,0,,
Bremer/McCoy,Joy Forever,61,Forsvinder,,0,,
Superpoze,Persephone,63,Nova Cardinale,,0,,
Lael Neale,Angèle,62,Acquainted with Night,,0,,
Romain Vignes,Romane,63,Uman,,0,,
Niklas Paschburg,Paul Anka,56,Panta Rhei,,0,,
VILLEMIN,David Fleming,67,Sirens,,0,,
Clara Peya,Clara Ysé,74,A-A - Analogia de l'A-mort,,0,,
"Acollective,RABINO,Roy Rieck",Echo Collective,77,The Coming of Light,,0,,
Mammal Hands,Mammal Hands,100,Gift from the Trees,Shadow Work,20,Animalia - Floa - Shadow Work,/mnt/m/musiques/__Autres/Mammal Hands/Shadow Work
Lowly,Al Bowlly,71,Hifalutin,,0,,
Björn Olsson,Joan Osborne,67,Lite fler melodier,,0,,
Quadro Nuevo,Kronos Quartet,54,MARE,,0,,
Lavinia Meijer,Lavinia Mancusi,69,Summer,,0,,
Vraell,Rahel,73,Between,,0,,
Anne Müller,Mule & Man,74,Heliopause,,0,,
Pitou,Pakito,73,Big Tear,,0,,
The Breath,The Beatles,76,Acoustic,,0,,
Antoine Malye,Antoine Duhamel,71,Black Palm Trees,,0,,
Faux Real,Flaural,75,Boss Sweet,,0,,
PAVANE,Palatine,71,L'échappée,,0,,
Douglas Dare,Dardust,63,Milkteeth,,0,,
Rebekka Karijord,Tessa Rae & Khary,52,Music For Film And Theatre,,0,,
WOOM,Poom,75,Walk,,0,,
"Lindolfo Gargiulo,Lonepsi",Gabriel Rios,55,La fugitive,,0,,
"Lindolfo Gargiulo,Lonepsi",Gabriel Rios,55,La sentimentale,,0,,
November Ultra,Emir Kusturica,57,bedroom walls : le salon,,0,,
Emika,Betika,73,Dva (Bonus Track Version),,0,,
"Andrea Farri,Seydou Sarr",André Charlier,69,Io Capitano (Original Motion Picture Soundtrack),,0,,
"Ben & Vincent,Sergio Wagner",Vincent Liben,92,Cojimar,Animalé,43,Animalé - Tout va disparaître - Vincent Liben,/mnt/m/musiques/__Autres/Vincent Liben/Animalé
Pieter de Graaf,Peter Dallas,67,Fermata,,0,,
Örsten,Ostyn,73,Hôtel Costes 12,,0,,
Charlie Cunningham,Charlie Cunningham,100,Frame,Permanent Way,33,Lines - Permanent Way,/mnt/m/musiques/__Autres/Charlie Cunningham/Permanent Way
San Ignacio,San Cisco,70,Casiotone Rosa,,0,,
"Béesau,Ferdi",Beau,80,Coco Charnelle (Part. 2),,0,,
Mia Doi Todd,Dorian Wood,61,Cosmic Ocean Ship,,0,,
Ralf Hildenbeutel,Electrick Children,51,Maltese (Original Motion Picture Soundtrack),,0,,
Rémi Geffroy,Maud Geffray,67,Dose de Bal,,0,,
Geoffrey Oryema,Maud Geffray,67,Exile (Real World Gold),,0,,
"ERA C,Arms and Sleepers,Richard Houghten",Eric Serra,67,DELIRIA (Expanded Edition),,0,,
Sonny Smith,Emmit Fenn,57,100 Records Vol. 3,,0,,
Ask Carol,Ask Carol,100,Desert,AC II∶ Desert Sky,55,AC II∶ Desert Sky,/mnt/m/musiques/__Autres/Ask Carol/AC II∶ Desert Sky
Laura Gibson,Laura Cahen,61,Goners,,0,,
Nev Cottee,Loane Coste,67,Madrid,,0,,
"Sylvain Texier,Ô Lake",La Maison Tellier,65,Still,,0,,
HOEHN,Phoenix,67,Ericeira,,0,,
Jake Xerxes Fussell,Trees Speak,53,Good and Green Again,,0,,
Scala & Kolacny Brothers,Lowland Brothers,68,It All Leads To This,,0,,
Alexandra Streliski,Alexandra Savior,69,Néo-Romance,,0,,
"Keola Beamer,George Winston",Mélanie Bauer,64,Wooden Boat,,0,,
Marcel Zanini,Marco Zannone,69,Peu de choses,,0,,
Alain Romans,Alice Boman,70,Sonorama !,,0,,
Henri Crolla,Enzo Carella,67,Quand Refleuriront Les Lilas Blancs ?,,0,,
"Marcel Zanini,Sam Woodyard",Marco Zannone,69,Saint-Germain-des-Prés,,0,,
"Subnesia,Charlotte Caluwaerts",SebastiAn,59,The Beginning,,0,,
Flavien Berger,Flavien Berger,100,Dans cent ans,Music for Maison d'en face,41,Arco Iris - Léviathan - Music for Maison d'en face,/mnt/m/musiques/__Autres/Flavien Berger/Music for Maison d'en face
Human Barbie,Lilian Barbe,67,Get a Life,,0,,
"Squeak E. Clean,Karen O",Dead Can Dance,57,Hello Tomorrow (Adidas Version),,0,,
Dom La Nena,Nana Adjoa,67,Leon,,0,,
"Rone,Dirk Brossé,Orchestre National De Lyon",Rone,100,L(oo)ping [Live with ONL],Le Mohican (Original Motion Picture Soundtrack),40,"Apache - Creatures - D'Argent & De Sang (Original Series Soundtrack) - Le Mohican (Original Motion Picture Soundtrack) - Les Olympiades (Original Motion Picture Soundtrack) - Mirapolis - Paris, 13th District [Original Motion Picture Soundtrack] - Rone & Friends - Room With A View - Tohu Bohu",/mnt/m/musiques/__Autres/Rone/Le Mohican (Original Motion Picture Soundtrack)
Flavien Berger,Flavien Berger,100,Tout le monde aime Jeanne (Bande originale du film),Music for Maison d'en face,43,Arco Iris - Léviathan - Music for Maison d'en face,/mnt/m/musiques/__Autres/Flavien Berger/Music for Maison d'en face
The Clementines,The Libertines,76,Calm Down,,0,,
Surma,Uma,75,Maasai,,0,,
Joseph Schiano di Lombo,Sacha Distel,57,Musique de niche,,0,,
Lior Shoov,Howard Shore,55,Lior Shoov,,0,,
"Kat Frankie,B O D I E S",Frankie Valli,75,Joan Didion,,0,,
David O'Dowda,David Wingo,67,Velvet Ears: David O’dowda,,0,,
"Moka Efti Orchestra,Severija,Friedrich Liechtenstein",Aloha Orchestra,71,Telegramm,,0,,
Anwar,Afar,67,Beautiful Sunrise,,0,,
Aure,Laurel,80,Dans la plaine,,0,,
"Le Cri du Caire,Abdullah Miniawy,Erik Truffaz,Peter Corser",Cyril Briere,59,Le Cri du Caire,,0,,
"Simon Says,Aisjah",Aime Simone,67,Late at night,,0,,
Will Hanson,Willy Mason,82,Hope On Top,,0,,
Josephine Foster,Josephien,64,I'm a Dreamer,,0,,
Ella Grace,Ella Grace,100,Get It On (T. Rex),Reverence,22,Reverence,/mnt/m/musiques/__Autres/Ella Grace/Reverence
Brand X Music,Art Music,64,Neoclassical,,0,,
"Erik Truffaz,Bertrand Belin",Erik Sumo,57,Clap!,,0,,
"Nils Wülker,Arne Jansen",Moniker,56,Closer,,0,,
Hardkandy,Sharktank,67,Last to Leave,,0,,
Ed Askew,Red Axes,62,For the World,,0,,
"Las Lloronas,sura sol,Amber in ‘t Veld,Marieke Werner",Astronauts,64,Out of the Blue,,0,,
Duo Stiehler/Lucaciu,Duo Stiehler,75,In der Nacht,,0,,
Olmo,Olmo,100,The Trunk,You Are Here,38,You Are Here,/mnt/m/musiques/__Autres/Olmo/You Are Here
"Jérémy Barlozzo,Dimitri Leroy",Jérémy Hababou,69,Polar Park (Bande originale de la série),,0,,
"Kaminsky,Igor Mosyakov",Kavinsky,88,Kaminsky,,0,,
Femi Luna,Felun,71,Freedom,,0,,
Ermis,St Germain,67,Irish Coffee,,0,,
"Hailaker,Lowswimmer,Jemima Coulter",Midlake,67,Holding,,0,,
Vansire,Vansire,100,After Fillmore County,"The Rolling, Driftless North",42,"Angel Youth - Metamodernity - That I Miss You - The Modern Western World - The Rolling, Driftless North","/mnt/m/musiques/__Autres/Vansire/The Rolling, Driftless North"
Tyler Burkhart,Tyler Burkhart,100,Marianne,Tyler Burkhart - Marianne (Remastered),52,2012-2016 - Titres - Tyler Burkhart - A time for everything - Tyler Burkhart - Back against the wall - Tyler Burkhart - Beg - Tyler Burkhart - Box full of stars - Tyler Burkhart - Christmas EP - Tyler Burkhart - Early songs (vol. 1) - Tyler Burkhart - Early songs (vol. 2) - Tyler Burkhart - In time - I.R.D - Tyler Burkhart - Lost days - Tyler Burkhart - Marianne - Tyler Burkhart - Marianne (Remastered) - Tyler Burkhart - Out of Touch - Cars Along the Interstate - Tyler Burkhart - Sweet spell - Tyler Burkhart - Sweet spell (Deluxe edition) - Tyler Burkhart - Through the Tall Grass - Tyler Burkhart - Untitled,/mnt/m/musiques/__Autres/Tyler Burkhart/Tyler Burkhart - Marianne (Remastered)
Sjowgren,Soundgarden,63,win'20,,0,,
Erin Donahue,Gwen Cahue,64,Sage Green Eyes,,0,,
